IDBOOK;IDSCHOOL;IDCLASS;IDSTUD;ITSEX;ASDAGE;ILRELIAB;ASBG01;ASBG03;ASBG04;JKZONE;JKREP;TOTWGT;SENWGT;ASMMAT01;ASMMAT02;ASMMAT03;ASMMAT04;ASMMAT05;ASSSCI01;ASSSCI02;ASSSCI03;ASSSCI04;ASSSCI05;ASMIBM01;ASMIBM02;ASMIBM03;ASMIBM04;ASMIBM05;ASSIBM01;ASSIBM02;ASSIBM03;ASSIBM04;ASSIBM05;ASBGDML;ASDGDML;ASBGICM;ASDGICM;ASBGICS;ASDGICS;ASBGSEC;ASDGSEC;ASBGSSB;ASDGSSB;ASBGSB;ASDGSB;ASBGSLM;ASDGSLM;ASBGSCM;ASDGSCM;ASBGSLS;ASDGSLS;ASBGSCS;ASDGSCS;ASBGVEP;ASDGVEP;ASBGDSL;ASDGDSL;ASBGHRL;ASDGHRL;ASDG05S
4;5202;520202;52020215;1;10.58;0;1;1;1;92;0;298.930706;0.043874;341.13183;406.6876;365.00037;325.98243;401.21841;305.60102;363.40737;407.81706;276.81379;378.20934;1;2;1;1;2;1;1;2;1;1;8.66094;2;999999;9;5.90587;3;8.78297;2;8.52465;2;8.99544;2;6.44949;3;6.84404;3;6.70592;3;3.77255;3;7.80254;2;8.96617;2;;;1
8;5202;520202;52020216;1;9.58;0;1;1;1;92;0;298.930706;0.043874;421.8942;411.83251;392.97803;405.87765;365.53611;446.76584;431.45842;444.2585;438.59144;416.86368;2;2;1;2;1;2;2;2;2;2;8.66094;2;6.8496;2;6.88677;2;12.03529;1;9.67568;1;12.77213;1;4.92865;3;8.34967;3;7.25848;3;9.27914;2;7.80254;2;7.42279;3;;;3
5;5202;520202;52020217;1;10;0;1;1;2;92;0;298.930706;0.043874;582.25732;572.8124;578.13731;543.05655;509.36672;581.57625;565.71286;557.59761;517.5683;555.05445;4;4;4;3;3;4;4;4;3;4;8.93735;2;8.74997;2;10.57193;1;12.03529;1;8.52465;2;9.5024;2;8.80779;2;9.31571;2;9.2842;2;9.88347;2;9.8007;1;10.48834;2;;;2
9;5202;520202;52020218;1;10;1;1;1;3;92;0;298.930706;0.043874;393.57355;418.38049;378.18108;433.50842;403.63417;400.12804;427.51277;431.86291;432.20946;424.93044;1;2;1;2;2;2;2;2;2;2;10.15868;2;9.79495;1;11.70725;1;11.12316;1;9.67568;1;11.31834;1;12.58525;1;8.84363;3;10.06643;1;9.00441;2;9.3858;2;10.48834;2;;;3
6;5202;520202;52020219;2;9.92;1;2;3;4;92;0;298.930706;0.043874;506.26434;510.29951;510.19643;513.31449;494.21909;522.35841;550.88593;473.39275;524.6704;503.97841;3;3;3;3;3;3;4;2;3;3;9.43115;2;10.57679;1;5.90587;3;10.06032;2;9.67568;1;10.26863;1;11.57546;1;11.12809;1;7.78445;3;10.24194;2;9.12168;2;9.6332;2;;;3
7;5202;520202;52020220;1;9.58;1;1;1;3;92;0;298.930706;0.043874;482.33725;525.49501;569.70855;535.30023;567.45524;527.12467;523.57044;543.15175;502.93722;544.92994;3;3;4;3;4;3;3;3;3;3;9.19036;2;12.0657;1;9.34773;1;8.27849;2;8.23809;2;10.26863;1;9.51034;2;10.07795;2;8.63119;2;10.24194;2;10.81893;1;9.29019;2;;;3
10;5202;520202;52020221;1;10.17;0;1;1;2;92;0;298.930706;0.043874;429.96781;360.02975;405.34867;371.18975;449.18023;441.50778;418.6054;474.52295;398.69676;454.19961;2;1;2;1;2;2;2;2;1;2;9.9092;2;12.0657;1;11.89622;1;7.7982;3;12.85659;1;9.96235;1;6.44949;3;9.55618;2;12.38129;1;13.79425;1;7.35924;2;10.48834;2;;;2
1;5202;520202;52020222;2;9.42;1;2;3;5;92;0;298.930706;0.043874;459.61712;486.89988;500.30924;446.27066;501.99072;568.82196;548.19723;550.96599;498.84996;548.31649;2;3;3;2;3;4;3;4;3;3;9.28344;2;12.0657;1;11.89622;1;12.03529;1;4.99425;3;7.54883;3;8.35903;3;10.71625;2;6.38909;3;8.17647;3;7.46133;2;12.79012;1;;;3
2;5202;520202;52020223;2;9.5;1;2;3;3;92;0;298.930706;0.043874;528.12871;581.93178;548.61854;533.97203;557.55455;521.62231;508.3091;549.96676;524.41133;559.17881;3;4;3;3;4;3;3;3;3;4;8.34279;3;12.0657;1;11.89622;1;11.12316;1;8.52465;2;8.7175;2;12.58525;1;14.24115;1;9.65304;2;12.03171;1;9.8007;1;7.8971;3;;;2
11;5202;520202;52020224;1;10.25;1;1;3;3;92;0;298.930706;0.043874;549.70864;533.12503;572.57993;512.81878;520.75436;565.36603;546.13617;548.06491;543.13153;549.50538;3;3;4;3;3;4;3;3;3;3;9.43115;2;12.0657;1;9.87126;1;10.52055;1;9.67568;1;10.67995;1;9.26928;2;9.55618;2;8.05377;3;9.27914;2;10.52242;1;10.16468;2;;;3
3;5202;520202;52020225;1;10.25;1;1;3;4;92;0;298.930706;0.043874;461.41666;464.82111;475.01002;469.56758;465.96933;456.24735;477.30036;494.80771;521.18283;503.48363;2;2;3;2;2;2;3;3;3;3;6.16447;3;10.57679;1;9.87126;1;14.00922;1;8.84474;2;9.96235;1;12.58525;1;12.25851;1;12.38129;1;9.56806;2;10.81893;1;6.44063;3;;;3
12;5202;520202;52020226;2;10.33;0;2;2;2;92;0;298.930706;0.043874;349.8884;347.55001;360.93865;373.23206;290.35854;366.1925;312.85518;308.48467;364.55169;335.52192;1;1;1;1;1;1;1;1;1;1;999999;9;12.0657;1;999999;9;9.33812;2;8.23809;2;6.74578;3;12.58525;1;999999;9;11.19654;1;10.6627;1;10.81893;1;6.44063;3;;;2
4;5202;520202;52020227;1;9.5;1;1;1;2;92;0;298.930706;0.043874;434.55965;481.05543;451.92826;502.74108;512.59864;493.37464;511.01046;508.807;486.41625;501.47234;2;3;2;3;3;3;3;3;3;3;9.668;2;9.79495;1;8.90139;2;9.05715;2;11.13407;1;12.77213;1;10.32005;2;10.07795;2;11.19654;1;9.88347;2;9.8007;1;9.1832;2;;;2
5;5202;520202;52020228;2;10.5;1;2;1;5;92;0;298.930706;0.043874;370.57415;382.00253;280.07574;358.69303;364.83704;357.83735;372.73773;278.29588;313.85792;357.46007;1;1;1;1;1;1;1;1;1;1;999999;9;8.37494;2;999999;9;8.9213;2;999999;9;7.95234;3;10.4118;2;999999;9;999999;9;999999;9;8.64698;2;999999;9;;;3
6;5202;520202;52020229;2;10.08;1;2;1;1;92;0;298.930706;0.043874;547.11284;538.37704;557.66869;530.28015;502.06281;517.78789;532.25412;554.39321;487.11732;509.03949;3;3;4;3;3;3;3;4;3;3;10.72806;2;12.0657;1;11.89622;1;8.52499;2;9.67568;1;10.26863;1;11.04427;1;10.37754;2;12.38129;1;12.03171;1;8.17782;2;12.16811;1;;;3
13;5202;520202;52020230;2;10.5;0;2;2;2;92;0;298.930706;0.043874;519.65108;580.802;563.97948;554.92942;569.07879;497.77562;523.55007;570.99006;466.60801;610.24159;3;4;4;4;4;3;3;4;2;4;6.16447;3;12.0657;1;7.4572;2;14.00922;1;9.67568;1;10.26863;1;12.58525;1;14.24115;1;6.38909;3;13.79425;1;8.60822;2;8.96617;2;;;3
12;5203;520301;52030101;1;10.08;1;1;1;3;81;0;310.349629;0.04555;622.851;609.83462;661.71092;675.78912;627.67297;626.13616;642.05782;683.4575;687.19931;629.84823;4;4;5;5;5;5;5;5;5;5;9.668;2;12.0657;1;10.57193;1;10.06032;2;8.84474;2;9.31658;2;8.5828;3;8.84363;3;8.94599;2;10.24194;2;9.8007;1;9.6332;2;;;3
13;5203;520301;52030102;1;10.5;1;1;2;5;81;0;310.349629;0.04555;670.39791;674.44774;755.67218;633.36601;681.4392;697.90169;713.65797;777.48;715.72596;700.0901;5;5;5;5;5;5;5;5;5;5;9.19036;2;8.74997;2;10.57193;1;9.35473;2;9.67568;1;12.77213;1;9.51034;2;11.12809;1;9.67596;2;11.21249;1;12.93917;1;8.96617;2;;;3
5;5203;520301;52030103;1;10.58;1;1;2;4;81;0;310.349629;0.04555;648.48107;653.64846;665.60952;693.53703;684.71908;668.99178;662.74287;679.9376;707.44499;688.62434;5;5;5;5;5;5;5;5;5;5;9.43115;2;10.57679;1;9.87126;1;14.00922;1;10.27009;1;9.71382;1;8.35903;3;10.37754;2;7.78445;3;9.00441;2;10.81893;1;7.42279;3;;;2
6;5203;520301;52030104;2;9.83;1;2;2;3;81;0;310.349629;0.04555;640.71779;672.89919;587.23469;633.06837;630.70707;630.19532;530.16744;541.51812;582.5689;605.92346;5;5;4;5;5;5;3;3;4;4;9.19036;2;10.57679;1;10.57193;1;10.52055;1;11.13407;1;12.77213;1;12.58525;1;14.24115;1;11.19654;1;12.03171;1;10.81893;1;8.96617;2;;;3
14;5203;520301;52030105;2;9.75;0;2;2;4;81;0;310.349629;0.04555;628.76093;676.32979;649.57593;563.02203;652.11409;584.46602;552.69192;571.08356;516.55384;521.1645;5;5;5;4;5;4;4;4;3;3;9.668;2;7.09938;2;7.16102;2;14.00922;1;7.7273;3;8.7175;2;12.58525;1;12.47985;1;7.52054;3;8.46101;3;6.80498;3;9.40243;2;;;3
7;5203;520301;52030106;2;10.42;1;2;1;4;81;0;310.349629;0.04555;658.78125;714.25697;660.34687;642.32823;644.05243;687.39173;684.87223;639.00902;596.04636;654.68381;5;5;5;5;5;5;5;5;4;5;11.4653;2;9.79495;1;9.87126;1;9.05715;2;12.85659;1;9.5024;2;12.58525;1;14.24115;1;9.2842;2;999999;9;10.81893;1;10.48834;2;;;3
8;5203;520301;52030107;2;9.75;0;2;2;5;81;0;310.349629;0.04555;697.77648;674.33504;735.01539;700.66289;627.49901;641.24101;637.73332;620.41723;613.32003;620.04219;5;5;5;5;5;5;5;4;4;4;6.16447;3;7.982;2;7.77868;2;12.03529;1;7.48602;3;7.30986;3;11.57546;1;14.24115;1;7.52054;3;7.87227;3;9.12168;2;8.74519;2;;;3
1;5203;520301;52030108;2;10.5;1;2;2;5;81;0;310.349629;0.04555;714.94398;667.27776;682.82581;654.52595;663.08894;713.35246;625.72362;674.2276;650.96509;745.3537;5;5;5;5;5;5;5;5;5;5;10.72806;2;12.0657;1;11.89622;1;10.06032;2;12.85659;1;11.31834;1;12.58525;1;11.66684;1;12.38129;1;10.6627;1;10.81893;1;9.6332;2;;;2
9;5203;520301;52030109;2;9.83;1;2;3;5;81;0;310.349629;0.04555;670.55684;716.15847;624.03853;692.70021;660.89222;686.57359;706.43167;641.49378;664.35896;656.91459;5;5;4;5;5;5;5;5;5;5;10.42846;2;12.0657;1;11.89622;1;14.00922;1;11.13407;1;8.58842;2;12.58525;1;14.24115;1;12.38129;1;13.79425;1;12.93917;1;9.6332;2;;;3
10;5203;520301;52030110;2;10.67;0;2;1;1;81;0;310.349629;0.04555;528.97779;499.32144;474.32324;504.09089;484.00766;545.67909;568.91407;502.1082;551.12477;558.62256;3;3;2;3;3;3;4;3;4;4;7.94605;3;8.34228;2;8.49901;2;10.52055;1;7.48602;3;7.30986;3;7.41572;3;6.67769;3;8.63119;2;9.00441;2;9.8007;1;6.44063;3;;;3
2;5203;520301;52030111;1;10.67;1;1;1;5;81;0;310.349629;0.04555;597.04474;592.26339;585.51902;578.43847;597.96963;656.43057;637.00638;603.17235;618.81181;633.74355;4;4;4;4;4;5;5;4;4;5;8.66094;2;7.982;2;11.89622;1;12.03529;1;10.27009;1;8.46456;2;7.90526;3;7.47244;3;12.38129;1;9.88347;2;12.93917;1;7.42279;3;;;3
11;5203;520301;52030112;2;10;1;2;1;5;81;0;310.349629;0.04555;671.53463;728.53604;772.44995;648.2131;646.40155;708.01994;732.86084;723.93043;641.82992;677.75832;5;5;5;5;5;5;5;5;5;5;8.66094;2;9.79495;1;8.49901;2;12.03529;1;10.27009;1;9.71382;1;8.5828;3;10.07795;2;11.19654;1;11.21249;1;9.8007;1;8.96617;2;;;3
12;5203;520301;52030113;1;10.42;0;1;1;3;81;0;310.349629;0.04555;451.67798;428.06811;491.37624;456.88526;439.46029;551.23543;483.69137;559.26446;479.57664;505.14088;2;2;3;2;2;4;3;4;3;3;9.19036;2;12.0657;1;11.89622;1;12.03529;1;8.23809;2;10.67995;1;4.92865;3;8.08148;3;8.33484;2;11.21249;1;9.8007;1;9.6332;2;;;2
13;5203;520301;52030114;2;10.17;1;2;1;5;81;0;310.349629;0.04555;725.92829;700.33859;716.81264;663.01044;714.6727;672.75951;679.64371;727.74435;664.34085;727.34602;5;5;5;5;5;5;5;5;5;5;10.15868;2;9.22126;1;9.34773;1;10.52055;1;9.67568;1;8.85315;2;8.35903;3;9.80763;2;12.38129;1;10.6627;1;8.60822;2;9.88318;2;;;2
3;5203;520301;52030115;1;10.67;0;1;3;5;81;0;310.349629;0.04555;728.06329;713.74266;701.28295;689.72871;743.65337;764.49182;730.6156;710.26386;716.00066;759.14645;5;5;5;5;5;5;5;5;5;5;6.16447;3;12.0657;1;11.89622;1;12.03529;1;8.84474;2;8.7175;2;9.33728;2;14.24115;1;12.38129;1;13.79425;1;12.93917;1;6.44063;3;;;3
4;5203;520301;52030116;1;9.92;1;1;1;4;81;0;310.349629;0.04555;645.86767;654.47802;627.94949;667.22319;665.11951;625.32294;641.66065;611.17825;686.88923;648.82079;5;5;5;5;5;5;5;4;5;5;9.9092;2;9.22126;1;7.16102;2;10.06032;2;10.27009;1;10.67995;1;9.26928;2;10.07795;2;7.77419;3;9.88347;2;8.17782;2;8.74519;2;;;3
14;5203;520301;52030117;1;10.25;0;1;1;3;81;0;310.349629;0.04555;593.58184;654.55675;629.47187;595.82695;634.64468;556.23105;610.51239;612.87978;543.40333;592.05525;4;5;5;4;5;4;4;4;3;4;9.19036;2;12.0657;1;6.63027;3;12.03529;1;12.85659;1;10.67995;1;11.57546;1;12.47985;1;4.42382;3;11.21249;1;12.93917;1;8.23421;3;;;3
5;5203;520301;52030118;2;10.08;1;2;3;5;81;0;310.349629;0.04555;600.56612;597.84652;542.1305;588.17539;561.69481;573.4022;577.24452;570.43358;540.00453;580.70278;4;4;3;4;4;4;4;4;3;4;10.15868;2;10.42809;1;11.89622;1;14.00922;1;7.9754;2;9.29445;2;12.58525;1;14.24115;1;12.38129;1;13.79425;1;10.81893;1;10.48834;2;;;3
6;5203;520301;52030119;2;10.67;0;2;1;4;81;0;310.349629;0.04555;636.5986;627.66869;669.69671;621.62907;621.06193;687.22405;616.85596;652.68374;631.2954;574.9294;5;5;5;4;4;5;4;5;5;4;9.9092;2;9.79495;1;11.89622;1;11.12316;1;8.52465;2;12.77213;1;8.5828;3;10.07795;2;8.94599;2;13.79425;1;9.8007;1;9.6332;2;;;3
7;5203;520301;52030120;1;10.08;1;1;1;5;81;0;310.349629;0.04555;624.46334;638.02459;626.80033;617.25055;605.04126;626.29053;645.35936;612.95429;578.8924;630.94038;4;5;5;4;4;5;5;4;4;5;9.9092;2;10.57679;1;10.57193;1;9.63557;2;11.13407;1;10.26863;1;12.58525;1;12.47985;1;10.55542;1;11.21249;1;9.8007;1;9.6332;2;;;3
8;5203;520301;52030121;1;10.42;1;1;1;4;81;0;310.349629;0.04555;630.32655;715.05604;690.74546;675.85319;749.60109;590.46139;575.62333;667.29441;552.5117;632.49647;5;5;5;5;5;4;4;5;4;5;6.16447;3;7.09938;2;4.78957;3;12.03529;1;9.21853;2;12.77213;1;11.04427;1;14.24115;1;6.00811;3;9.00441;2;7.46133;2;6.44063;3;;;3
1;5203;520301;52030122;2;9.92;1;2;1;2;81;0;310.349629;0.04555;641.92899;711.62791;643.12437;668.61148;705.03436;638.04445;732.86217;632.8829;625.37735;666.21269;5;5;5;5;5;5;5;5;5;5;8.34279;3;10.57679;1;10.57193;1;11.12316;1;8.52465;2;9.71382;1;8.5828;3;9.07994;2;7.78445;3;9.00441;2;8.60822;2;7.8971;3;;;3
9;5203;520301;52030123;1;10.58;1;1;3;4;81;0;310.349629;0.04555;602.25877;543.95431;589.50049;621.98197;575.64959;612.13217;616.98828;587.12692;552.11823;613.60574;4;3;4;4;4;4;4;4;4;4;9.19036;2;12.0657;1;8.126;2;9.35473;2;8.84474;2;8.99544;2;8.35903;3;8.84363;3;7.52054;3;10.24194;2;12.93917;1;6.44063;3;;;3
10;5203;520301;52030124;2;10.17;1;2;1;4;81;0;310.349629;0.04555;660.26969;638.20514;629.55313;614.88569;650.70397;642.74311;644.17958;585.55646;586.0662;630.17524;5;5;5;4;5;5;5;4;4;5;9.43115;2;12.0657;1;11.89622;1;9.68141;2;9.67568;1;12.77213;1;11.04427;1;11.12809;1;11.19654;1;9.56806;2;8.60822;2;8.74519;2;;;2
2;5203;520301;52030125;2;10.5;1;2;1;3;81;0;310.349629;0.04555;424.90544;447.10083;524.04432;512.99498;495.73414;413.87994;456.91411;484.92628;525.08871;472.84886;2;2;3;3;3;2;2;3;3;2;10.72806;2;8.34228;2;8.126;2;9.68141;2;7.23843;3;9.96235;1;7.90526;3;8.84363;3;8.94599;2;8.46101;3;8.60822;2;8.96617;2;;;2
3;5203;520301;52030126;1;10.42;1;1;1;4;81;0;310.349629;0.04555;676.75763;698.34766;641.45164;664.49204;618.5909;567.47485;606.01348;574.58117;558.10022;576.51201;5;5;5;5;4;4;4;4;4;4;10.15868;2;12.0657;1;11.89622;1;12.03529;1;12.85659;1;10.67995;1;11.57546;1;10.71625;2;11.19654;1;10.6627;1;12.93917;1;10.48834;2;;;3
11;5203;520302;52030201;2;10.17;1;2;1;4;81;0;350.830016;0.051491;605.33102;634.92351;494.63833;634.58649;533.64873;629.97417;623.08286;658.70469;635.10402;555.91407;4;5;3;5;3;5;4;5;5;4;11.068;2;7.36764;2;11.89622;1;7.30419;3;9.67568;1;12.77213;1;4.92865;3;8.60187;3;12.38129;1;10.39227;2;9.12168;2;10.85434;2;;;3
5;5203;520302;52030203;2;10.5;1;2;3;4;81;0;350.830016;0.051491;656.58659;648.60758;621.09672;654.19009;656.12777;647.27111;629.5924;592.10531;601.23986;599.32551;5;5;4;5;5;5;5;4;4;4;9.9092;2;12.0657;1;11.89622;1;14.00922;1;10.27009;1;9.71382;1;10.64878;1;10.37754;2;7.78445;3;8.17647;3;9.8007;1;11.68355;1;;;2
6;5203;520302;52030204;1;10.33;1;1;1;4;81;0;350.830016;0.051491;576.56015;572.71567;583.07935;575.41416;591.57449;553.26271;524.09684;560.04129;603.10014;531.17954;4;4;4;4;4;4;3;4;4;3;9.668;2;12.0657;1;9.87126;1;14.00922;1;11.13407;1;12.77213;1;7.41572;3;8.60187;3;7.78445;3;9.56806;2;7.80254;2;9.88318;2;;;2
7;5203;520302;52030205;1;10.42;1;1;3;3;81;0;350.830016;0.051491;589.61828;568.40855;572.61456;577.23417;579.07559;602.92989;596.39399;522.95636;537.38802;582.09264;4;4;4;4;4;4;4;3;3;4;9.9092;2;10.57679;1;9.34773;1;9.68141;2;9.67568;1;10.67995;1;9.26928;2;9.55618;2;9.65304;2;9.88347;2;8.60822;2;10.16468;2;;;2
12;5203;520302;52030207;2;10.5;1;2;2;3;81;0;350.830016;0.051491;639.59604;593.08479;582.76059;585.22312;598.87612;656.18965;585.40107;587.825;631.57299;566.9972;5;4;4;4;4;5;4;4;5;4;8.93735;2;9.22126;1;6.63027;3;9.35473;2;7.7273;3;10.67995;1;5.92961;3;7.10866;3;6.38909;3;7.87227;3;9.12168;2;8.96617;2;;;3
13;5203;520302;52030208;2;9.83;1;2;1;3;81;0;350.830016;0.051491;700.26353;777.87136;708.80912;655.50863;686.1747;597.15271;641.77394;697.50612;606.57489;658.46286;5;5;5;5;5;4;5;5;4;5;8.93735;2;12.0657;1;8.90139;2;14.00922;1;9.67568;1;8.85315;2;11.57546;1;14.24115;1;8.33484;2;9.27914;2;12.93917;1;6.44063;3;;;3
14;5203;520302;52030209;1;9.92;1;1;4;3;81;0;350.830016;0.051491;726.96499;653.52991;700.2069;616.4739;638.39457;687.69555;671.81137;679.89271;629.93764;648.5531;5;5;5;4;5;5;5;5;5;5;8.93735;2;10.57679;1;5.90587;3;9.35473;2;7.7273;3;9.5024;2;10.32005;2;999999;9;9.65304;2;12.03171;1;12.93917;1;8.96617;2;;;3
2;5203;520302;52030210;2;9.92;1;2;1;5;81;0;350.830016;0.051491;697.29951;640.28575;648.23759;629.8444;670.81456;634.97829;602.51624;627.46125;627.42997;657.26133;5;5;5;5;5;5;4;5;5;5;10.72806;2;10.57679;1;8.126;2;10.52055;1;9.21853;2;12.77213;1;8.80779;2;14.24115;1;9.2842;2;9.88347;2;8.60822;2;9.40243;2;;;3
3;5203;520302;52030211;1;9.83;1;1;2;5;81;0;350.830016;0.051491;653.95093;647.33284;628.70568;674.38753;649.67871;707.19688;647.11595;639.68388;690.2272;647.84079;5;5;5;5;5;5;5;5;5;5;7.94605;3;12.0657;1;11.89622;1;12.03529;1;12.85659;1;9.96235;1;12.33406;1;10.71625;2;8.63119;2;12.03171;1;8.60822;2;9.40243;2;;;1
8;5203;520302;52030212;2;10.67;0;2;1;4;81;0;350.830016;0.051491;672.97162;632.21471;614.27136;603.91176;615.12525;692.60758;681.89512;608.35787;653.36878;651.04539;5;5;4;4;4;5;5;4;5;5;10.15868;2;12.0657;1;6.14475;3;14.00922;1;8.23809;2;9.31658;2;8.35903;3;10.37754;2;6.70592;3;12.03171;1;9.12168;2;9.88318;2;;;3
10;5203;520302;52030214;1;10.17;0;1;2;5;81;0;350.830016;0.051491;607.01741;629.02267;627.08464;618.47121;614.09558;654.7483;659.23719;657.15054;655.19264;620.03489;4;5;5;4;4;5;5;5;5;4;10.72806;2;12.0657;1;7.77868;2;14.00922;1;10.27009;1;9.96235;1;8.35903;3;12.47985;1;6.99031;3;9.27914;2;12.93917;1;9.88318;2;;;3
11;5203;520302;52030215;1;10.42;0;1;2;4;81;0;350.830016;0.051491;681.80917;683.74758;613.28624;637.15306;637.27651;700.94726;626.60448;631.62876;681.70257;629.61765;5;5;4;5;5;5;5;5;5;5;11.068;2;12.0657;1;11.89622;1;11.12316;1;10.27009;1;10.26863;1;9.76169;2;9.31571;2;9.2842;2;11.21249;1;12.93917;1;11.25341;2;;;2
4;5203;520302;52030216;2;9.83;1;2;1;4;81;0;350.830016;0.051491;670.91515;664.00037;647.67991;684.91432;633.65125;641.4341;672.93548;619.10374;668.36664;700.12793;5;5;5;5;5;5;5;4;5;5;8.66094;2;9.22126;1;8.126;2;9.35473;2;9.21853;2;7.8887;3;10.02905;2;11.66684;1;6.70592;3;8.73568;3;8.60822;2;8.40387;2;;;2
12;5203;520302;52030217;2;10.58;0;2;1;4;81;0;350.830016;0.051491;682.5038;660.48256;669.23626;664.52713;754.67339;694.48213;701.5215;741.55901;775.60705;750.44561;5;5;5;5;5;5;5;5;5;5;9.668;2;11.83942;1;11.89622;1;11.12316;1;12.85659;1;9.71382;1;10.64878;1;9.55618;2;9.2842;2;11.21249;1;12.93917;1;10.48834;2;;;3
5;5203;520302;52030218;1;10.5;1;1;2;5;81;0;350.830016;0.051491;602.67082;619.16614;639.83035;662.76712;646.61168;594.12045;614.7699;576.37218;622.54253;624.9212;4;4;5;5;5;4;4;4;4;4;7.37265;3;12.0657;1;9.34773;1;14.00922;1;12.85659;1;8.58842;2;12.58525;1;12.47985;1;7.25848;3;8.17647;3;9.8007;1;6.44063;3;;;3
6;5203;520302;52030219;1;9.83;1;1;2;3;81;0;350.830016;0.051491;575.16895;546.6508;581.93246;546.32883;575.10801;521.42113;537.56311;555.36364;560.58906;499.0224;4;3;4;3;4;3;3;4;4;3;6.16447;3;9.22126;1;7.4572;2;10.06032;2;8.23809;2;10.26863;1;7.66784;3;10.71625;2;7.52054;3;12.03171;1;10.81893;1;7.42279;3;;;2
7;5203;520302;52030220;1;9.83;1;1;3;2;81;0;350.830016;0.051491;761.38725;752.16624;727.96572;663.01781;739.22546;649.35186;701.43105;670.4727;661.29052;688.11949;5;5;5;5;5;5;5;5;5;5;10.15868;2;12.0657;1;11.89622;1;14.00922;1;12.85659;1;11.31834;1;10.64878;1;14.24115;1;8.33484;2;13.79425;1;12.93917;1;11.25341;2;;;3
13;5203;520302;52030221;1;10.08;1;1;2;4;81;0;350.830016;0.051491;620.34237;538.36974;617.7032;557.29827;557.92005;572.66478;572.88256;515.51644;595.22713;564.74824;4;3;4;4;4;4;4;3;4;4;10.15868;2;7.982;2;7.77868;2;9.35473;2;11.13407;1;8.99544;2;9.03594;2;10.07795;2;8.33484;2;9.00441;2;9.8007;1;9.40243;2;;;2
14;5203;520302;52030222;2;10.33;0;2;2;4;81;0;350.830016;0.051491;680.49557;649.50848;690.23223;696.54676;663.64971;604.30989;629.40256;674.19612;600.91819;620.11929;5;5;5;5;5;4;5;5;4;4;8.66094;2;9.79495;1;7.77868;2;12.03529;1;11.13407;1;8.11347;2;9.26928;2;11.66684;1;7.25848;3;11.21249;1;9.8007;1;8.74519;2;;;3
8;5203;520302;52030223;1;10;1;1;3;2;81;0;350.830016;0.051491;570.84106;534.94933;503.38207;577.78081;567.74067;559.3808;556.96363;515.37474;580.97214;540.52;4;3;3;4;4;4;4;3;4;3;7.94605;3;9.22126;1;8.90139;2;8.78297;2;7.9754;2;8.58842;2;8.5828;3;7.79081;3;6.38909;3;8.17647;3;10.81893;1;6.44063;3;;;3
9;5203;520302;52030224;2;10;0;2;1;3;81;0;350.830016;0.051491;652.64985;644.37996;680.04536;610.64574;651.38971;662.92829;650.77988;658.14047;600.24174;612.28229;5;5;5;4;5;5;5;5;4;4;8.66094;2;11.77578;1;9.13626;2;12.03529;1;12.85659;1;8.46456;2;9.76169;2;13.79469;1;7.25848;3;8.17647;3;9.12168;2;8.74519;2;;;3
1;5203;520302;52030225;1;10.08;1;1;1;5;81;0;350.830016;0.051491;587.05726;549.12496;563.06748;587.91309;572.00438;646.94732;625.62041;601.70468;636.35459;615.75746;4;3;4;4;4;5;5;4;5;4;6.16447;3;12.0657;1;11.89622;1;14.00922;1;8.52465;2;8.99544;2;4.92865;3;5.35044;3;11.19654;1;9.88347;2;9.8007;1;6.44063;3;;;3
2;5203;520302;52030226;1;10.67;1;1;1;4;81;0;350.830016;0.051491;698.64713;673.01919;688.93079;685.5063;709.976;686.68934;691.21416;619.71636;620.34515;680.55409;5;5;5;5;5;5;5;4;4;5;9.43115;2;9.22126;1;6.88677;2;9.05715;2;9.21853;2;10.67995;1;8.80779;2;9.31571;2;8.05377;3;9.56806;2;8.60822;2;8.50611;2;;;3
9;5204;520401;52040101;2;9.92;1;2;1;3;38;1;517.249383;0.075916;544.79158;536.19342;608.13015;573.93901;598.71515;574.86609;624.19184;544.7219;570.40006;588.75258;3;3;4;4;4;4;4;3;4;4;9.668;2;10.57679;1;9.87126;1;9.05715;2;8.52465;2;8.58842;2;8.35903;3;7.47244;3;12.38129;1;13.79425;1;10.81893;1;7.8971;3;;;3
5;5204;520401;52040102;1;9.33;0;1;2;5;38;1;517.249383;0.075916;646.2688;616.56638;637.68717;690.92606;667.26155;657.97948;627.31651;627.24184;660.48049;662.02614;5;4;5;5;5;5;5;5;5;5;11.068;2;12.0657;1;11.89622;1;11.12316;1;12.85659;1;9.14916;2;10.64878;1;12.47985;1;8.63119;2;11.21249;1;12.93917;1;10.85434;2;;;3
10;5204;520401;52040103;2;10.25;1;2;2;3;38;1;517.249383;0.075916;566.48516;561.02745;562.08472;552.62744;540.06085;515.96948;541.78883;630.48535;588.19022;611.94263;4;4;4;4;3;3;3;5;4;4;9.43115;2;8.74997;2;9.34773;1;12.03529;1;8.23809;2;9.14916;2;5.92961;3;6.67769;3;10.55542;1;9.45511;2;7.80254;2;9.1832;2;;;3
