IDBOOK;IDSCHOOL;IDCLASS;IDSTUD;ITSEX;ASDAGE;ILRELIAB;ASBG01;ASBG03;ASBG04;JKZONE;JKREP;TOTWGT;SENWGT;ASMMAT01;ASMMAT02;ASMMAT03;ASMMAT04;ASMMAT05;ASSSCI01;ASSSCI02;ASSSCI03;ASSSCI04;ASSSCI05;ASMIBM01;ASMIBM02;ASMIBM03;ASMIBM04;ASMIBM05;ASSIBM01;ASSIBM02;ASSIBM03;ASSIBM04;ASSIBM05;ASBGDML;ASDGDML;ASBGICM;ASDGICM;ASBGICS;ASDGICS;ASBGSEC;ASDGSEC;ASBGSSB;ASDGSSB;ASBGSB;ASDGSB;ASBGSLM;ASDGSLM;ASBGSCM;ASDGSCM;ASBGSLS;ASDGSLS;ASBGSCS;ASDGSCS;ASBGVEP;ASDGVEP;ASBGDSL;ASDGDSL;ASBGHRL;ASDGHRL;ASDG05S
3;5001;500104;50010401;1;10.25;1;1;1;2;56;0;645.775824;0.09478;446.44085;484.13833;480.77808;539.48612;504.13854;410.80138;523.30724;484.42429;535.03287;580.95495;2;3;3;3;3;2;3;3;3;4;10.32222;2;9.79495;1;9.65624;1;10.52055;1;8.84474;2;6.10013;3;11.57546;1;8.47526;3;10.03773;1;8.18739;3;12.93917;1;9.73649;2;;;2
4;5001;500104;50010402;2;9.67;1;2;3;2;56;0;645.775824;0.09478;529.31038;539.38078;522.71439;534.57503;471.19726;500.26723;522.02303;538.84409;568.63392;539.73522;3;3;3;3;2;3;3;3;4;3;6.16447;3;7.982;2;11.89622;1;8.78297;2;8.23809;2;8.7175;2;8.5828;3;8.40994;3;12.38129;1;9.56806;2;10.81893;1;6.59927;3;;;3
5;5001;500104;50010403;2;10.83;1;2;3;5;56;0;645.775824;0.09478;339.3152;346.44792;381.31273;412.65748;409.32506;287.28475;362.68465;360.44552;390.91759;363.0149;1;1;1;2;2;1;1;1;1;1;6.16447;3;8.74997;2;11.89622;1;999999;9;12.85659;1;4.79811;3;12.58525;1;8.60187;3;12.38129;1;999999;9;999999;9;999999;9;;;1
6;5001;500104;50010404;1;10.17;1;1;1;3;56;0;645.775824;0.09478;579.93317;569.81145;553.0576;596.54639;569.5494;647.26312;602.97103;626.01339;673.83742;554.26515;4;4;4;4;4;5;4;5;5;4;10.15868;2;12.0657;1;11.89622;1;10.52055;1;9.67568;1;10.26863;1;11.57546;1;10.37754;2;11.19654;1;9.00441;2;9.8007;1;9.6332;2;;;3
7;5001;500104;50010405;2;9.83;1;2;1;2;56;0;645.775824;0.09478;416.71165;355.34352;419.18261;400.54273;392.44614;473.5952;364.48189;500.88977;421.70028;469.86867;2;1;2;2;1;2;1;3;2;2;9.9092;2;12.0657;1;11.89622;1;10.52055;1;10.27009;1;10.26863;1;9.03594;2;11.12809;1;12.38129;1;12.03171;1;6.10961;3;8.96617;2;;;2
12;5001;500104;50010406;2;9.92;0;2;3;1;56;0;645.775824;0.09478;490.36254;447.96615;458.0266;485.79389;457.80631;537.33091;450.24683;465.43877;474.95148;502.48081;3;2;2;3;2;3;2;2;2;3;999999;9;999999;9;999999;9;999999;9;5.54831;3;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;;;1
13;5001;500104;50010408;2;9.83;0;2;1;3;56;0;645.775824;0.09478;478.8763;494.58077;461.38651;492.19107;448.85676;544.99596;562.63552;518.98731;514.86085;504.8701;3;3;2;3;2;3;4;3;3;3;9.668;2;12.0657;1;11.89622;1;12.03529;1;10.27009;1;12.77213;1;8.5828;3;10.07795;2;12.38129;1;10.24194;2;9.12168;2;9.1832;2;;;3
14;5001;500104;50010409;2;9.92;0;2;1;3;56;0;645.775824;0.09478;579.44064;550.5496;619.57863;563.40171;547.53627;592.25164;549.72756;600.2238;532.76007;577.85675;4;4;4;4;3;4;3;4;3;4;8.66094;2;8.74997;2;10.57193;1;14.00922;1;9.67568;1;10.67995;1;10.32005;2;8.10347;3;10.44352;1;9.00441;2;7.80254;2;12.79012;1;;;2
8;5001;500104;50010410;2;9.58;1;2;1;3;56;0;645.775824;0.09478;660.916;731.05317;663.34012;663.23282;727.66369;657.26572;635.14308;682.28654;599.79653;665.57245;5;5;5;5;5;5;5;5;4;5;10.15868;2;10.57679;1;10.57193;1;12.03529;1;9.21853;2;11.31834;1;10.02905;2;14.24115;1;9.65304;2;9.88347;2;7.80254;2;10.48834;2;;;3
2;5001;500104;50010411;1;9.92;1;1;3;2;56;0;645.775824;0.09478;301.52542;318.73464;356.5006;420.59965;351.48837;317.51811;321.60461;354.22806;408.87444;311.75474;1;1;1;2;1;1;1;1;2;1;8.93735;2;9.79495;1;6.14475;3;8.27849;2;9.21853;2;9.14916;2;8.5828;3;9.80763;2;9.2842;2;9.00441;2;5.70286;3;8.74519;2;;;2
3;5001;500104;50010412;1;9.58;1;1;1;3;56;0;645.775824;0.09478;416.41799;453.71573;395.96169;367.25362;430.4042;408.8707;475.90832;403.22517;395.12693;495.71119;2;2;1;1;2;2;3;2;1;3;9.9092;2;6.38159;3;5.40218;3;8.91766;2;7.48602;3;7.8865;3;9.51034;2;8.08148;3;6.9089;3;9.96907;2;10.81893;1;10.53985;2;;;3
9;5001;500104;50010413;2;10.25;1;2;4;2;56;0;645.775824;0.09478;414.74108;435.9761;455.97309;376.70943;394.61849;473.8098;437.95777;495.56616;475.31112;483.07906;2;2;2;1;1;2;2;3;3;3;10.15868;2;10.30193;1;10.57193;1;7.7982;3;9.21853;2;12.77213;1;10.02905;2;9.07994;2;999999;9;8.46101;3;10.81893;1;8.50611;2;;;2
4;5001;500104;50010414;2;9.58;1;2;3;3;56;0;645.775824;0.09478;537.63728;516.46014;550.2637;542.87027;610.22869;512.22653;490.49282;523.85486;479.74208;531.61377;3;3;4;3;4;3;3;3;3;3;10.72806;2;12.0657;1;11.89622;1;10.06032;2;9.67568;1;12.77213;1;12.58525;1;14.24115;1;12.38129;1;12.03171;1;10.81893;1;10.48834;2;;;3
5;5001;500104;50010415;2;10;1;2;1;3;56;0;645.775824;0.09478;446.93991;488.32401;463.23975;434.9935;411.61687;524.68059;514.19614;499.92893;526.87554;447.57391;2;3;2;2;2;3;3;3;3;2;10.42846;2;8.74997;2;8.90139;2;8.78297;2;11.13407;1;12.77213;1;8.80779;2;9.55618;2;12.38129;1;9.27914;2;9.8007;1;10.98554;2;;;2
10;5001;500104;50010416;2;10.17;1;2;3;4;56;0;645.775824;0.09478;721.75012;692.29863;733.4604;698.25447;682.37556;704.4415;683.53431;719.14741;699.84254;655.48843;5;5;5;5;5;5;5;5;5;5;7.94605;3;9.79495;1;9.87126;1;9.68141;2;8.84474;2;7.66352;3;10.02905;2;10.71625;2;8.94599;2;9.27914;2;10.81893;1;9.6332;2;;;3
11;5001;500104;50010417;2;9.67;1;2;1;3;56;0;645.775824;0.09478;580.34481;579.90017;573.60488;637.6719;562.19598;512.89164;501.52401;575.98609;587.94925;528.23225;4;4;4;5;4;3;3;4;4;3;10.15868;2;7.982;2;9.87126;1;9.68141;2;8.23809;2;7.7418;3;10.32005;2;10.07795;2;8.63119;2;9.00441;2;8.78481;2;9.88318;2;;;3
12;5001;500104;50010418;1;10.25;0;1;1;2;56;0;645.775824;0.09478;400.117;439.81467;430.15753;422.63475;383.74883;506.63977;505.05243;512.3332;474.97569;498.09503;2;2;2;2;1;3;3;3;2;3;9.9092;2;10.57679;1;11.89622;1;7.7982;3;11.13407;1;9.96235;1;8.35903;3;7.79081;3;10.55542;1;9.27914;2;7.46133;2;10.48834;2;;;2
14;5001;500104;50010421;1;9.83;1;1;1;2;56;0;645.775824;0.09478;489.1103;526.59693;432.12506;470.94748;536.26147;518.71738;545.2266;502.59109;541.1595;515.52363;3;3;2;2;3;3;3;3;3;3;10.15868;2;9.22126;1;8.90139;2;11.12316;1;11.13407;1;11.31834;1;10.32005;2;10.37754;2;8.70768;2;7.87227;3;10.81893;1;9.88318;2;;;3
7;5001;500104;50010423;1;9.83;1;1;3;4;56;0;645.775824;0.09478;546.33003;538.61441;525.10784;499.32735;552.55848;467.62155;466.28419;505.94359;457.86094;524.00375;3;3;3;3;4;2;2;3;2;3;9.19036;2;9.22126;1;7.16102;2;9.68141;2;11.13407;1;12.77213;1;9.51034;2;10.07795;2;12.38129;1;10.6627;1;10.81893;1;9.6332;2;;;2
1;5001;500104;50010424;1;10.75;1;1;1;4;56;0;645.775824;0.09478;430.43631;397.07718;410.63906;440.48224;390.91275;568.10686;522.68052;509.70819;517.83907;515.16979;2;1;2;2;1;4;3;3;3;3;6.16447;3;999999;9;999999;9;10.41323;2;8.88939;2;3.80828;3;8.62757;2;9.31571;2;999999;9;999999;9;12.93917;1;999999;9;;;2
13;5002;500202;50020203;1;10.67;1;1;3;2;39;0;328.559764;0.048222;475.59882;520.22695;476.53382;540.09742;518.72787;506.22368;509.20963;416.90402;510.92662;430.28141;3;3;3;3;3;3;3;2;3;2;11.4653;2;10.42809;1;10.44026;1;9.68141;2;12.85659;1;9.5024;2;11.57546;1;11.12809;1;10.55542;1;10.6627;1;12.93917;1;12.16811;1;;;3
9;5002;500202;50020205;2;10.5;1;2;1;1;39;0;328.559764;0.048222;556.05533;590.47391;522.18948;554.0159;590.15011;649.11237;584.93579;569.06797;639.73156;586.28896;4;4;3;4;4;5;4;4;5;4;7.94605;3;8.74997;2;8.49901;2;10.52055;1;8.5001;2;10.26863;1;9.26928;2;10.07795;2;12.38129;1;11.21249;1;12.93917;1;8.50611;2;;;2
5;5002;500202;50020206;1;10.25;0;1;1;4;39;0;328.559764;0.048222;398.80171;369.10173;418.45424;412.19051;433.34193;383.46916;360.41174;386.26102;358.88009;429.50383;1;1;2;2;2;1;1;1;1;2;9.668;2;6.613;3;6.14475;3;7.7982;3;7.23843;3;8.11347;2;8.80779;2;10.07795;2;7.25848;3;8.73568;3;6.46932;3;9.1832;2;;;2
10;5002;500202;50020207;1;10.08;1;1;1;1;39;0;328.559764;0.048222;378.89657;356.99253;378.87129;385.38274;399.83062;392.0846;339.99421;390.60376;401.73768;354.16974;1;1;1;1;1;1;1;1;2;1;7.94605;3;12.0657;1;11.89622;1;9.05715;2;12.85659;1;8.22817;2;9.51034;2;7.79081;3;4.42382;3;8.46101;3;6.80498;3;10.16468;2;;;3
11;5002;500202;50020208;1;10.58;1;1;1;4;39;0;328.559764;0.048222;437.71823;487.66719;475.87588;506.93086;543.27808;456.19829;543.81325;532.73592;498.49001;530.45202;2;3;3;3;3;2;3;3;3;3;11.4653;2;12.0657;1;11.89622;1;10.06032;2;11.13407;1;9.28539;2;12.58525;1;11.66684;1;12.38129;1;11.21249;1;7.80254;2;11.68355;1;;;3
6;5002;500202;50020209;2;9.92;1;2;1;3;39;0;328.559764;0.048222;573.52462;533.61693;524.75362;565.21112;557.88744;501.73409;510.60548;512.83632;543.32646;553.19058;4;3;3;4;4;3;3;3;3;4;10.42846;2;12.0657;1;11.89622;1;10.52055;1;11.13407;1;9.14916;2;11.57546;1;11.12809;1;12.38129;1;11.21249;1;9.8007;1;10.16468;2;;;3
7;5002;500202;50020210;2;10.58;1;2;1;2;39;0;328.559764;0.048222;381.64478;325.63761;341.8192;349.56589;406.75283;320.14903;302.49105;299.94367;325.42254;320.84848;1;1;1;1;2;1;1;1;1;1;6.30985;3;12.0657;1;11.89622;1;999999;9;10.27009;1;999999;9;12.58525;1;8.60187;3;4.42382;3;999999;9;999999;9;999999;9;;;9
1;5002;500202;50020211;2;10.25;1;2;1;1;39;0;328.559764;0.048222;546.52992;511.71412;553.78387;504.83279;477.92275;589.1236;531.47645;546.99591;504.65069;474.56388;3;3;4;3;3;4;3;3;3;2;9.19036;2;12.0657;1;11.89622;1;9.68141;2;9.67568;1;8.22817;2;12.58525;1;14.24115;1;12.38129;1;13.79425;1;9.12168;2;10.88422;2;;;3
2;5002;500202;50020214;2;10.17;0;2;1;2;39;0;328.559764;0.048222;486.78488;505.51443;435.19999;519.1613;509.82001;467.90406;452.31849;405.70446;466.81681;466.87646;3;3;2;3;3;2;2;2;2;2;11.4653;2;9.03471;2;999999;9;9.05715;2;12.85659;1;12.77213;1;12.58525;1;12.47985;1;12.38129;1;13.79425;1;9.8007;1;13.92407;1;;;3
10;5002;500202;50020215;1;10.25;1;1;1;2;39;0;328.559764;0.048222;526.29787;484.69129;447.94268;491.50425;465.69205;583.32931;515.53983;482.44442;501.62508;455.62134;3;3;2;3;2;4;3;3;3;2;9.9092;2;12.0657;1;11.89622;1;10.52055;1;12.85659;1;10.26863;1;12.58525;1;10.71625;2;10.06643;1;11.21249;1;9.12168;2;9.40243;2;;;3
11;5002;500202;50020216;1;10.58;0;1;3;2;39;0;328.559764;0.048222;581.49583;567.29288;541.20279;556.65595;494.02789;526.47032;421.93523;436.34838;481.00424;457.32341;4;4;3;4;3;3;2;2;3;2;12.52486;1;12.0657;1;10.57193;1;9.05715;2;12.85659;1;12.77213;1;12.58525;1;11.66684;1;10.06643;1;8.46101;3;8.60822;2;11.68355;1;;;2
12;5002;500202;50020217;1;9.92;1;1;2;2;39;0;328.559764;0.048222;434.04257;466.25509;434.73576;415.82119;478.69569;471.56322;499.56606;451.27363;446.69456;416.73909;2;2;2;2;3;2;3;2;2;2;11.068;2;12.0657;1;10.57193;1;10.52055;1;11.13407;1;12.77213;1;12.58525;1;14.24115;1;11.19654;1;9.88347;2;7.80254;2;12.16811;1;;;2
12;5002;500202;50020218;1;10.67;1;1;1;3;39;0;328.559764;0.048222;491.76525;547.53497;528.08705;514.90948;573.01767;512.49911;517.74401;497.45615;496.25311;500.78666;3;3;3;3;4;3;3;3;3;3;10.72806;2;9.22126;1;6.38406;3;10.06032;2;8.23809;2;8.11347;2;11.57546;1;14.06154;1;7.25848;3;9.00441;2;7.46133;2;10.16468;2;;;3
13;5002;500202;50020219;2;10.33;0;2;2;1;39;0;328.559764;0.048222;470.77916;452.89348;470.75332;513.5923;445.30452;508.63201;433.20081;441.31067;481.79916;471.20395;2;2;2;3;2;3;2;2;3;2;8.93735;2;9.79495;1;9.34773;1;10.06032;2;10.27009;1;8.00087;3;12.44717;1;9.07994;2;9.2842;2;7.53836;3;9.8007;1;8.23421;3;;;2
13;5002;500202;50020221;2;10;0;2;1;1;39;0;328.559764;0.048222;475.93191;531.41479;442.22016;479.21085;425.4606;530.69194;500.23898;463.70968;439.55201;523.49581;3;3;2;3;2;3;3;2;2;3;12.52486;1;12.0657;1;9.34773;1;13.76152;1;10.27009;1;9.23768;2;12.58525;1;10.37754;2;11.19654;1;13.79425;1;12.93917;1;11.25341;2;;;3
3;5002;500202;50020223;1;10.5;1;1;1;2;39;0;328.559764;0.048222;525.53943;551.29712;491.02563;485.32709;484.82263;555.33567;487.04415;524.89072;453.41591;483.23686;3;4;3;3;3;4;3;3;2;3;13.32557;1;12.0657;1;11.89622;1;9.35473;2;11.13407;1;11.31834;1;9.51034;2;9.13641;2;8.94599;2;10.6627;1;9.12168;2;12.79012;1;;;2
14;5002;500202;50020224;1;11.67;1;1;1;2;39;0;328.559764;0.048222;472.35113;441.26615;486.51866;437.85771;435.62745;534.12472;516.4527;523.37599;555.83674;495.64262;2;2;3;2;2;3;3;3;4;3;8.93735;2;9.22126;1;11.89622;1;8.27849;2;7.9754;2;9.5024;2;6.82988;3;6.67769;3;12.25853;1;13.79425;1;9.8007;1;8.74519;2;;;2
4;5002;500202;50020225;1;10.25;0;1;1;1;39;0;328.559764;0.048222;607.8119;607.00352;587.36815;596.24341;633.35011;658.77519;607.38268;600.46581;625.54009;651.61923;4;4;4;4;5;5;4;4;5;5;11.068;2;12.0657;1;11.89622;1;8.52499;2;10.27009;1;12.77213;1;11.04427;1;12.47985;1;11.03219;1;13.79425;1;12.93917;1;11.68355;1;;;3
5;5002;500202;50020226;2;9.75;1;2;1;1;39;0;328.559764;0.048222;432.24008;463.99427;429.73884;393.15533;403.07154;452.87174;483.29554;442.09977;454.22872;475.96978;2;2;2;1;2;2;3;2;2;3;10.15868;2;12.0657;1;11.89622;1;10.06032;2;9.67568;1;5.19019;3;12.58525;1;11.12809;1;12.38129;1;10.24194;2;9.12168;2;12.16811;1;;;3
8;5002;500202;50020227;2;9.83;0;2;1;1;39;0;328.559764;0.048222;606.57709;656.77349;549.10328;591.25461;618.12114;572.54565;681.81476;589.73645;581.71925;654.42918;4;5;3;4;4;4;5;4;4;5;9.9092;2;10.57679;1;10.57193;1;10.06032;2;10.27009;1;10.67995;1;10.64878;1;10.37754;2;12.38129;1;9.56806;2;7.13564;3;8.96617;2;;;3
9;5002;500205;50020501;1;11.33;0;1;1;2;39;0;326.51902;0.047923;287.67424;302.00554;323.51351;283.01167;366.45745;347.59782;288.79019;336.87492;376.29313;330.48819;1;1;1;1;1;1;1;1;1;1;999999;9;999999;9;999999;9;8.27849;2;12.85659;1;12.77213;1;999999;9;999999;9;999999;9;999999;9;8.60822;2;999999;9;;;2
10;5002;500205;50020502;2;9.67;1;2;1;5;39;0;326.51902;0.047923;368.22343;419.90509;472.15376;390.52045;396.87523;439.21397;452.422;495.26326;422.11372;517.08332;1;2;2;1;1;2;2;3;2;3;6.16447;3;9.79495;1;5.97179;3;10.52055;1;10.27009;1;6.56766;3;10.64878;1;9.38628;2;8.04577;3;7.02557;3;9.8007;1;999999;9;;;3
11;5002;500205;50020503;1;11.5;1;1;1;1;39;0;326.51902;0.047923;529.15906;485.77749;533.72578;504.92153;563.73149;502.59382;462.00599;519.92286;484.56279;466.47163;3;3;3;3;4;3;2;3;3;2;9.19036;2;9.22126;1;7.06319;2;9.35473;2;8.21672;2;11.31834;1;12.58525;1;14.24115;1;7.78445;3;7.87227;3;8.17782;2;9.88318;2;;;3
12;5002;500205;50020504;2;10.25;1;2;1;3;39;0;326.51902;0.047923;572.32891;593.61354;532.38341;531.1496;605.89833;598.22611;582.47963;534.09451;521.7016;621.9183;4;4;3;3;4;4;4;3;3;4;6.16447;3;8.74997;2;9.87126;1;10.06032;2;10.27009;1;8.85315;2;12.58525;1;14.24115;1;12.38129;1;13.79425;1;9.12168;2;6.44063;3;;;2
6;5002;500205;50020505;2;10.92;1;2;1;1;39;0;326.51902;0.047923;466.31866;447.10737;448.387;409.76344;449.8917;478.77735;435.08067;498.14174;475.10678;443.38129;2;2;2;2;2;3;2;3;3;2;10.42846;2;12.0657;1;11.89622;1;10.06032;2;10.27009;1;9.14916;2;12.58525;1;9.31571;2;12.38129;1;7.87227;3;10.81893;1;6.44063;3;;;1
7;5002;500205;50020506;1;10.17;1;1;1;2;39;0;326.51902;0.047923;417.81639;426.47498;404.33457;425.63651;407.97158;492.40817;499.13462;477.94944;475.75519;459.88417;2;2;2;2;2;3;3;3;3;2;8.34279;3;7.65946;2;7.16102;2;9.05715;2;7.48602;3;8.00087;3;11.57546;1;10.71625;2;7.52054;3;8.73568;3;8.17782;2;8.50611;2;;;3
13;5002;500205;50020507;1;10.33;1;1;1;2;39;0;326.51902;0.047923;357.39221;377.31469;380.77563;424.41145;334.20692;437.44104;341.22317;420.03648;417.28898;392.05174;1;1;1;2;1;2;1;2;2;1;6.16447;3;6.38159;3;7.16102;2;8.78297;2;6.98647;3;8.99544;2;4.92865;3;8.34967;3;9.65304;2;8.73568;3;8.17782;2;8.70594;2;;;3
14;5002;500205;50020508;1;10.08;1;1;1;2;39;0;326.51902;0.047923;321.6456;330.80571;334.36412;368.18986;355.97426;405.70272;403.55273;401.33199;396.261;351.51615;1;1;1;1;1;2;2;2;1;1;8.93735;2;8.74997;2;8.90139;2;7.04261;3;9.67568;1;9.71382;1;10.02905;2;9.07994;2;12.38129;1;9.00441;2;8.60822;2;9.1832;2;;;2
1;5002;500205;50020509;2;10.08;1;2;1;1;39;0;326.51902;0.047923;550.93626;538.25381;499.47322;532.44594;507.06498;575.15147;559.52105;570.31943;548.36827;542.02027;4;3;3;3;3;4;4;4;3;3;8.34279;3;6.38159;3;9.34773;1;10.52055;1;6.98647;3;11.31834;1;4.92865;3;7.47244;3;9.65304;2;11.21249;1;6.46932;3;8.23421;3;;;3
2;5002;500205;50020511;1;10.5;1;1;3;1;39;0;326.51902;0.047923;435.54396;418.37735;414.42664;421.84615;427.1441;488.53032;500.70292;413.45636;461.41338;460.57232;2;2;2;2;2;3;3;2;2;2;7.37265;3;8.34228;2;8.49901;2;9.68141;2;9.21853;2;9.96235;1;7.90526;3;7.79081;3;11.19654;1;10.24194;2;8.60822;2;6.44063;3;;;3
3;5002;500205;50020512;2;10.08;1;2;1;1;39;0;326.51902;0.047923;514.58084;522.08964;514.65726;540.13488;529.94095;485.6637;444.05996;474.62202;522.99035;498.95948;3;3;3;3;3;3;2;2;3;3;10.15868;2;6.8496;2;6.63027;3;8.78297;2;7.7273;3;8.46456;2;8.5828;3;9.21765;2;8.05377;3;8.46101;3;7.13564;3;9.88318;2;;;3
4;5002;500205;50020513;2;11.58;0;2;1;1;39;0;326.51902;0.047923;470.25108;392.2228;414.34218;356.99507;368.12397;523.22059;501.0826;497.63882;507.58328;470.71883;2;1;2;1;1;3;3;3;3;2;9.13085;2;7.65946;2;11.89622;1;9.68141;2;7.48602;3;9.5024;2;6.82988;3;9.95176;2;12.38129;1;7.87227;3;7.80254;2;8.50611;2;;;2
5;5002;500205;50020514;2;10.17;0;2;1;2;39;0;326.51902;0.047923;530.57345;498.35625;528.35396;517.78954;519.462;515.35672;550.32547;545.79657;577.19859;516.73555;3;3;3;3;3;3;4;3;4;3;9.9092;2;6.613;3;4.78957;3;11.12316;1;7.48602;3;8.99544;2;11.04427;1;11.44034;1;9.65304;2;9.27912;2;12.93917;1;10.16468;2;;;3
6;5002;500205;50020515;2;10.08;1;2;1;1;39;0;326.51902;0.047923;366.60508;409.26757;379.40755;346.97669;370.63142;333.4029;362.66458;387.23197;350.54873;389.07885;1;2;1;1;1;1;1;1;1;1;14.84164;1;12.0657;1;2.57406;3;14.00922;1;11.13407;1;12.77213;1;12.58525;1;8.60187;3;4.42382;3;9.00441;2;2.9734;3;6.44063;3;;;3
9;5002;500205;50020516;1;10.25;1;1;2;4;39;0;326.51902;0.047923;557.86435;529.63839;592.17564;595.02759;555.73615;636.79096;548.03075;521.70397;565.80128;576.84149;4;3;4;4;4;5;3;3;4;4;9.19036;2;7.36764;2;6.94703;2;9.35473;2;7.48602;3;8.46456;2;7.66784;3;9.31571;2;6.99031;3;9.00441;2;7.46133;2;8.96617;2;;;2
7;5002;500205;50020517;1;10.42;0;1;1;3;39;0;326.51902;0.047923;514.28837;507.05295;495.36359;489.8857;514.54108;458.2231;513.88818;522.77843;498.04615;494.9849;3;3;3;3;3;2;3;3;3;3;8.93735;2;8.74997;2;9.34773;1;9.68141;2;8.23809;2;11.31834;1;8.5828;3;9.07994;2;12.38129;1;10.24194;2;9.8007;1;10.16468;2;;;3
1;5002;500205;50020518;2;9.92;0;2;3;3;39;0;326.51902;0.047923;490.49718;499.8028;500.93971;481.84361;460.4142;520.85252;528.18582;499.32818;534.47488;459.1364;3;3;3;3;2;3;3;3;3;2;9.9092;2;10.57679;1;10.57193;1;10.52055;1;12.85659;1;10.26863;1;9.26928;2;8.34967;3;12.38129;1;13.79425;1;9.8007;1;9.88318;2;;;3
2;5002;500205;50020519;1;9.92;1;1;3;1;39;0;326.51902;0.047923;351.35517;374.80198;371.17343;407.89106;436.75264;357.13845;398.22512;307.37017;378.38217;360.09238;1;1;1;2;2;1;1;1;1;1;999999;9;7.982;2;8.126;2;8.27849;2;8.23809;2;7.77652;3;8.80779;2;9.50243;2;7.77419;3;8.50476;3;7.46133;2;8.96617;2;;;3
4;5002;500205;50020521;2;10.75;0;2;1;1;39;0;326.51902;0.047923;438.13756;466.6195;417.50955;435.31656;452.25363;497.37275;480.38922;521.36112;483.15423;537.68229;2;2;2;2;2;3;3;3;3;3;9.19036;2;7.982;2;9.87126;1;8.27849;2;7.7273;3;11.31834;1;8.13421;3;7.10866;3;12.38129;1;11.21249;1;9.12168;2;10.85434;2;;;3
10;5002;500205;50020522;1;10;0;1;4;5;39;0;326.51902;0.047923;378.85053;304.87494;322.50965;270.17188;368.14655;369.73847;303.43684;297.08634;325.28514;353.01611;1;1;1;1;1;1;1;1;1;1;14.84164;1;7.982;2;11.89622;1;13.55393;1;6.98647;3;12.77213;1;12.58525;1;8.60187;3;4.42382;3;7.87227;3;12.93917;1;6.44063;3;;;3
11;5002;500205;50020523;2;10.08;1;2;3;5;39;0;326.51902;0.047923;357.51229;373.31135;341.24185;314.80103;333.68504;361.14823;365.80201;409.38494;396.62251;473.98028;1;1;1;1;1;1;1;2;1;2;7.94605;3;8.34228;2;8.90139;2;8.52499;2;6.32341;3;7.93491;3;7.17344;3;8.34967;3;12.38129;1;10.39227;2;9.12168;2;7.42279;3;;;3
12;5002;500205;50020524;1;10.08;1;1;3;2;39;0;326.51902;0.047923;477.83004;476.42126;458.74909;409.89565;424.06263;487.33768;452.55586;439.31665;403.11613;444.25664;3;3;2;2;2;3;2;2;2;2;8.93735;2;7.36764;2;6.88677;2;10.52055;1;5.63557;3;8.58842;2;10.64878;1;9.80763;2;7.25848;3;8.17647;3;12.93917;1;9.1832;2;;;3
13;5002;500205;50020525;1;10.33;1;1;1;1;39;0;326.51902;0.047923;444.97137;395.38809;433.95343;393.27457;453.76758;508.14187;489.74438;411.60601;424.35755;459.20198;2;1;2;1;2;3;3;2;2;2;10.72806;2;8.34228;2;7.77868;2;11.12316;1;8.23809;2;12.77213;1;8.86552;2;11.12809;1;8.05377;3;10.6627;1;8.60822;2;11.25341;2;;;2
11;5003;500303;50030301;1;10.58;0;1;3;2;102;1;366.646779;0.053812;494.20923;492.27002;536.48043;545.55981;499.32459;506.60986;470.10884;527.08021;515.22277;418.44835;3;3;3;3;3;3;2;3;3;2;9.19036;2;9.79495;1;7.77868;2;10.06032;2;9.67568;1;10.67995;1;10.02905;2;8.84363;3;8.94599;2;8.46101;3;9.8007;1;8.96617;2;;;3
12;5003;500303;50030302;2;9.92;1;2;1;2;102;1;366.646779;0.053812;368.39108;379.20982;396.2423;434.4983;371.90094;373.73935;401.22127;428.34796;440.32437;427.09573;1;1;1;2;1;1;2;2;2;2;9.19036;2;12.0657;1;11.89622;1;11.12316;1;11.13407;1;12.77213;1;12.58525;1;9.07994;2;10.06643;1;9.27914;2;12.93917;1;11.68355;1;;;3
7;5003;500303;50030303;2;9.83;1;2;3;1;102;1;366.646779;0.053812;547.03507;546.1759;535.7455;494.46271;523.46193;483.58285;533.53977;491.28637;536.21029;514.06314;3;3;3;3;3;3;3;3;3;3;7.37265;3;8.34228;2;8.126;2;6.44176;3;7.48602;3;8.99544;2;7.90526;3;9.31571;2;7.52054;3;9.00441;2;8.60822;2;9.88318;2;;;3
13;5003;500303;50030304;1;9.83;0;1;2;1;102;1;366.646779;0.053812;501.7865;449.08182;442.57624;442.17046;483.9552;478.03081;457.94356;493.0362;473.62734;523.2054;3;2;2;2;3;3;2;3;2;3;6.16447;3;8.74997;2;11.89622;1;9.35473;2;9.67568;1;9.14916;2;5.92961;3;7.79081;3;9.65304;2;8.45012;3;10.81893;1;6.44063;3;;;3
1;5003;500303;50030305;1;10.25;0;1;3;1;102;1;366.646779;0.053812;517.67197;519.31315;477.64643;493.72055;477.26672;576.59743;550.02132;537.58799;536.75399;549.04545;3;3;3;3;3;4;4;3;3;3;10.42846;2;12.0657;1;11.89622;1;10.06032;2;7.9754;2;9.14916;2;4.92865;3;6.13487;3;12.38129;1;9.88347;2;8.17782;2;11.68355;1;;;3
